,0,1,2
1498,11549,0,1
1499,4903,0,1
1500,5980,0,1
1501,6460,0,1
1502,18221,0,1
1503,19343,0,1
1504,19182,0,1
1505,15628,0,1
1506,16192,0,1
1507,13424,0,1
1508,14943,0,1
1509,5452,0,1
1510,3655,0,1
1511,19122,0,1
1512,10819,0,1
1513,15178,0,1
1514,18111,0,1
1515,6617,0,1
1516,5174,0,1
1517,14868,0,1
1518,15518,0,1
1519,10630,0,1
1520,3618,0,1
1521,14502,0,1
1522,7717,0,1
1523,7191,0,1
1524,12429,0,1
1525,12189,0,1
1526,8967,0,1
1527,17363,1,1
1528,16166,0,1
1529,4909,0,1
1530,7329,0,1
1531,11547,0,1
1532,13600,0,1
1533,3662,0,1
1534,7795,0,1
1535,11032,0,1
1536,19497,0,1
1537,15395,0,1
1538,13392,0,1
1539,19162,0,1
1540,13675,0,1
1541,4698,0,1
1542,13826,0,1
1543,14472,0,1
1544,9094,0,1
1545,13403,0,1
1546,15923,0,1
1547,11788,0,1
1548,3539,0,1
1549,7869,1,1
1550,8690,0,1
1551,17924,0,1
1552,11396,0,1
1553,13856,0,1
1554,6051,0,1
1555,5081,0,1
1556,6712,0,1
1557,13413,1,1
1558,16419,0,1
1559,11971,0,1
1560,8863,0,1
1561,5791,0,1
1562,7600,0,1
1563,12904,0,1
1564,11264,0,1
1565,8057,0,1
1566,9365,0,1
1567,10121,0,1
1568,15774,0,1
1569,14090,1,1
1570,15153,0,1
1571,10026,0,1
1572,3778,0,1
1573,17846,1,1
1574,11531,0,1
1575,15632,1,1
1576,12969,0,1
1577,10174,1,1
1578,11455,0,1
1579,15460,1,1
1580,8899,0,1
1581,7847,1,1
1582,15752,0,1
1583,13362,0,1
1584,8435,0,1
1585,16840,0,1
1586,8334,0,1
1587,11564,0,1
1588,3439,0,1
1589,6651,0,1
1590,14398,0,1
1591,9486,0,1
1592,12810,0,1
1593,4564,0,1
1594,16359,1,1
1595,19055,0,1
1596,16457,0,1
1597,12280,0,1
1598,5399,0,1
1599,17779,0,1
1600,4063,0,1
1601,6780,0,1
1602,5850,0,1
1603,9856,0,1
1604,10542,0,1
1605,8608,0,1
1606,12522,0,1
1607,11242,0,1
1608,10535,0,1
1609,16312,0,1
1610,13720,0,1
1611,8823,0,1
1612,17183,0,1
1613,16621,0,1
1614,18936,0,1
1615,13038,1,1
1616,3614,0,1
1617,7204,0,1
1618,17986,0,1
1619,13308,0,1
1620,13309,0,1
1621,7607,0,1
1622,7239,0,1
1623,5885,0,1
1624,15309,1,1
1625,13150,0,1
1626,10900,0,1
1627,6121,0,1
1628,8676,0,1
1629,14673,0,1
1630,13108,1,1
1631,12357,0,1
1632,15417,0,1
1633,6527,0,1
1634,17118,0,1
1635,5889,1,1
1636,11446,0,1
1637,17000,0,1
1638,8691,0,1
1639,12186,0,1
1640,4522,0,1
1641,19597,1,1
1642,18984,0,1
1643,3777,0,1
1644,7466,0,1
1645,10032,0,1
1646,11909,0,1
1647,18746,0,1
1648,15406,0,1
1649,11524,0,1
1650,11566,0,1
1651,17003,0,1
1652,15210,0,1
1653,16922,0,1
1654,3752,0,1
1655,10588,0,1
1656,11781,0,1
1657,16809,0,1
1658,16610,0,1
1659,7553,0,1
1660,7067,0,1
1661,5459,0,1
1662,3987,0,1
1663,8349,1,1
1664,11703,0,1
1665,9712,0,1
1666,8516,0,1
1667,16206,0,1
1668,16363,0,1
1669,19148,0,1
1670,12351,0,1
1671,6555,0,1
1672,8587,0,1
1673,13577,0,1
1674,16327,0,1
1675,10147,0,1
1676,6814,0,1
1677,4492,0,1
1678,9472,0,1
1679,18063,0,1
1680,8564,0,1
1681,13874,0,1
1682,12555,0,1
1683,7564,0,1
1684,13758,0,1
1685,13657,1,1
1686,12795,0,1
1687,17685,0,1
1688,15805,1,1
1689,16749,0,1
1690,11688,0,1
1691,7749,0,1
1692,6030,0,1
1693,4953,0,1
1694,8040,0,1
1695,5374,0,1
1696,17942,0,1
1697,15056,1,1
1698,10074,1,1
1699,18950,1,1
1700,8169,0,1
1701,4677,1,1
1702,7243,0,1
1703,16311,0,1
1704,19036,0,1
1705,4043,0,1
1706,5306,0,1
1707,4663,0,1
1708,9299,0,1
1709,6477,0,1
1710,6201,0,1
1711,8065,0,1
1712,19553,0,1
1713,9113,0,1
1714,17822,0,1
1715,15271,0,1
1716,5095,0,1
1717,4256,0,1
1718,5214,0,1
1719,6278,0,1
1720,11297,1,1
1721,3797,0,1
1722,5960,0,1
1723,14046,1,1
1724,19306,1,1
1725,8826,1,1
1726,14178,0,1
1727,16513,1,1
1728,6199,1,1
1729,15711,0,1
1730,13253,0,1
1731,9358,1,1
1732,13430,0,1
1733,12228,0,1
1734,5263,0,1
1735,17196,0,1
1736,4849,0,1
1737,8880,0,1
1738,14273,0,1
1739,11420,0,1
1740,16039,0,1
1741,10309,0,1
1742,17139,0,1
1743,7230,0,1
1744,6872,1,1
1745,4768,0,1
1746,19172,0,1
1747,12452,0,1
1748,14108,0,1
1749,18767,0,1
1750,8117,0,1
1751,7123,0,1
1752,8441,0,1
1753,11802,0,1
1754,3441,0,1
1755,18961,1,1
1756,4590,0,1
1757,11851,0,1
1758,12968,1,1
1759,10731,0,1
1760,6417,0,1
1761,11419,0,1
1762,15889,0,1
1763,15279,0,1
1764,16371,0,1
1765,10694,0,1
1766,11025,0,1
1767,9415,0,1
1768,18558,0,1
1769,14763,0,1
1770,12629,0,1
1771,11334,0,1
1772,10198,1,1
1773,13820,0,1
1774,15573,0,1
1775,4989,0,1
1776,14209,0,1
1777,5204,0,1
1778,6335,0,1
1779,13241,0,1
1780,12110,1,1
1781,16682,0,1
1782,12499,0,1
1783,17459,0,1
1784,7170,0,1
1785,10050,0,1
1786,3783,0,1
1787,3488,0,1
1788,5091,0,1
1789,5590,0,1
1790,16832,0,1
1791,17867,0,1
1792,3368,0,1
1793,10966,0,1
1794,3343,0,1
1795,17874,0,1
1796,4299,0,1
1797,18774,0,1
1798,15191,0,1
1799,10005,0,1
1800,9006,0,1
1801,6327,0,1
1802,6933,0,1
1803,12098,1,1
1804,11150,0,1
1805,16914,1,1
1806,10468,0,1
1807,7369,0,1
1808,8390,0,1
1809,12627,0,1
1810,5428,0,1
1811,5941,0,1
1812,4266,0,1
1813,11343,0,1
1814,3802,1,1
1815,14808,0,1
1816,11111,1,1
1817,7113,0,1
1818,15453,0,1
1819,5878,0,1
1820,18788,0,1
1821,3592,0,1
1822,14255,0,1
1823,18432,0,1
1824,13891,0,1
1825,10339,0,1
1826,11716,0,1
1827,4915,0,1
1828,12660,0,1
1829,19412,1,1
1830,18966,1,1
1831,10218,0,1
1832,9431,0,1
1833,10470,0,1
1834,19609,0,1
1835,10342,0,1
1836,10777,0,1
1837,10709,0,1
1838,9214,0,1
1839,18813,1,1
1840,11591,0,1
1841,19242,0,1
1842,13465,0,1
1843,17315,0,1
1844,6045,0,1
1845,5760,0,1
1846,3627,0,1
1847,5175,1,1
1848,14578,0,1
1849,7319,0,1
1850,16426,0,1
1851,16202,0,1
1852,9443,0,1
1853,8969,0,1
1854,10497,0,1
1855,9154,1,1
1856,19057,0,1
1857,15215,0,1
1858,4924,0,1
1859,8727,0,1
1860,10917,0,1
1861,6829,0,1
1862,9164,0,1
1863,17169,0,1
1864,5751,0,1
1865,13693,0,1
1866,10406,0,1
1867,5155,0,1
1868,5963,0,1
1869,16188,0,1
1870,8421,0,1
1871,9943,0,1
1872,5120,0,1
1873,12645,0,1
1874,8762,0,1
1875,14593,1,1
1876,5354,0,1
1877,9136,0,1
1878,7444,0,1
1879,15149,0,1
1880,4976,1,1
1881,16942,0,1
1882,7003,1,1
1883,6915,0,1
1884,9925,0,1
1885,9269,0,1
1886,14886,0,1
1887,18402,1,1
1888,15784,0,1
1889,5043,0,1
1890,6054,0,1
1891,5597,0,1
1892,4339,0,1
1893,11450,0,1
1894,18622,1,1
1895,7916,0,1
1896,6282,1,1
1897,6279,0,1
1898,10356,0,1
1899,17635,0,1
1900,14021,0,1
1901,12052,0,1
1902,13727,0,1
1903,6650,0,1
1904,13401,0,1
1905,4022,0,1
1906,5189,1,1
1907,10030,0,1
1908,15550,0,1
1909,14439,0,1
1910,12537,0,1
1911,13020,0,1
1912,15847,0,1
1913,4064,0,1
1914,18633,0,1
1915,11006,0,1
1916,7594,0,1
1917,10818,0,1
1918,7115,0,1
1919,5255,0,1
1920,17359,1,1
1921,17734,1,1
1922,14535,0,1
1923,16657,0,1
1924,15063,0,1
1925,8417,1,1
1926,10930,0,1
1927,3425,0,1
1928,15571,0,1
1929,3998,0,1
1930,14820,0,1
1931,14660,0,1
1932,14497,0,1
1933,14334,0,1
1934,11590,0,1
1935,3394,0,1
1936,10718,1,1
1937,18028,1,1
1938,11167,0,1
1939,7759,0,1
1940,19037,0,1
1941,4777,0,1
1942,6144,0,1
1943,17436,0,1
1944,10130,0,1
1945,19632,0,1
1946,11767,0,1
1947,18965,0,1
1948,4543,0,1
1949,6328,0,1
1950,16007,0,1
1951,17795,0,1
1952,19398,0,1
1953,14381,0,1
1954,11317,0,1
1955,13112,0,1
1956,16614,0,1
1957,18536,0,1
1958,14114,1,1
1959,4992,0,1
1960,15912,0,1
1961,17287,0,1
1962,5729,0,1
1963,17607,0,1
1964,13993,0,1
1965,15780,0,1
1966,4302,0,1
1967,12986,0,1
1968,5928,0,1
1969,15887,0,1
1970,13117,1,1
1971,19034,0,1
1972,19454,0,1
1973,9305,0,1
1974,12682,0,1
1975,9198,0,1
1976,11169,0,1
1977,14151,0,1
1978,7217,0,1
1979,13395,0,1
1980,8815,0,1
1981,14477,0,1
1982,14187,0,1
1983,19134,0,1
1984,16920,0,1
1985,14605,0,1
1986,14340,0,1
1987,9268,0,1
1988,16068,0,1
1989,15435,1,1
1990,9960,1,1
1991,6241,0,1
1992,6732,0,1
1993,8415,0,1
1994,14223,0,1
1995,4478,0,1
1996,14746,0,1
1997,5487,0,1
1998,3458,0,1
1999,10037,0,1
2000,8101,1,1
2001,9891,1,1
2002,15107,0,1
2003,15093,0,1
2004,4040,0,1
2005,15312,0,1
2006,7328,0,1
2007,8229,0,1
2008,13898,1,1
2009,8933,0,1
2010,3729,1,1
2011,7630,0,1
2012,7915,0,1
2013,13754,0,1
2014,14293,0,1
2015,16069,0,1
2016,7313,0,1
2017,7117,0,1
2018,18020,0,1
2019,5748,0,1
2020,10974,0,1
2021,13711,1,1
2022,8900,0,1
2023,15009,0,1
2024,16545,0,1
2025,4664,0,1
2026,15651,0,1
2027,17513,0,1
2028,12416,0,1
2029,18463,0,1
2030,8891,0,1
2031,8625,0,1
2032,15836,0,1
2033,3447,0,1
2034,7766,0,1
2035,5535,0,1
2036,17616,0,1
2037,7405,0,1
2038,12947,0,1
2039,19528,0,1
2040,7558,0,1
2041,4854,1,1
2042,9871,0,1
2043,13486,0,1
2044,10382,0,1
2045,10814,0,1
2046,5805,0,1
2047,6535,0,1
2048,12299,1,1
2049,13366,0,1
2050,12221,0,1
2051,3943,0,1
2052,11779,0,1
2053,7297,1,1
2054,11024,0,1
2055,10185,0,1
2056,17991,0,1
2057,7253,0,1
2058,10449,0,1
2059,13184,0,1
2060,7839,0,1
2061,6924,1,1
2062,17637,0,1
2063,4527,0,1
2064,14822,0,1
2065,7370,0,1
2066,8688,0,1
2067,3678,0,1
2068,8087,0,1
2069,17941,0,1
2070,3548,0,1
2071,9588,0,1
2072,13176,0,1
2073,17404,0,1
2074,11968,0,1
2075,17691,0,1
2076,14382,0,1
2077,8496,0,1
2078,10897,0,1
2079,3636,1,1
2080,9458,0,1
2081,14584,0,1
2082,14092,0,1
2083,12707,0,1
2084,4715,0,1
2085,18528,0,1
2086,5902,0,1
2087,8203,0,1
2088,16710,0,1
2089,13938,0,1
2090,4202,0,1
2091,5589,0,1
2092,6008,0,1
2093,3892,0,1
2094,8650,0,1
2095,3781,0,1
2096,16642,0,1
2097,12249,0,1
2098,13086,1,1
2099,11275,0,1
2100,10027,0,1
2101,11702,0,1
2102,16420,0,1
2103,18733,0,1
2104,4060,0,1
2105,17681,0,1
2106,15934,0,1
2107,16589,0,1
2108,4612,0,1
2109,11700,1,1
2110,11151,0,1
2111,12329,1,1
2112,12004,0,1
2113,14032,1,1
2114,12027,0,1
2115,13359,0,1
2116,12466,0,1
2117,7196,0,1
2118,9166,0,1
2119,3419,0,1
2120,8840,0,1
2121,5866,0,1
2122,10759,0,1
2123,10794,0,1
2124,13497,0,1
2125,7157,1,1
2126,14290,0,1
2127,8431,0,1
2128,5458,0,1
2129,8108,0,1
2130,4265,0,1
2131,9047,1,1
2132,3325,0,1
2133,13219,0,1
2134,10859,0,1
2135,13364,0,1
2136,12196,0,1
2137,13055,0,1
2138,5261,0,1
2139,16898,0,1
2140,4092,0,1
2141,15987,0,1
2142,16103,0,1
2143,9715,0,1
2144,16362,0,1
2145,19205,0,1
2146,14527,0,1
2147,18465,0,1
2148,15519,1,1
2149,16517,0,1
2150,18760,0,1
2151,19044,0,1
2152,6892,0,1
2153,8439,1,1
2154,5520,0,1
2155,12251,0,1
2156,15589,0,1
2157,10716,1,1
2158,5554,0,1
2159,15066,0,1
2160,12523,0,1
2161,16020,0,1
2162,10098,1,1
2163,17160,0,1
2164,14533,1,1
2165,16986,0,1
2166,8726,0,1
2167,7993,1,1
2168,19211,0,1
2169,4391,0,1
2170,13753,0,1
2171,4176,0,1
2172,13869,0,1
2173,9439,0,1
2174,18716,0,1
2175,17489,0,1
2176,14117,0,1
2177,15993,0,1
2178,13472,1,1
2179,18266,1,1
2180,19198,0,1
2181,4765,0,1
2182,15629,0,1
2183,16554,0,1
2184,14875,0,1
2185,5047,0,1
2186,17659,0,1
2187,12610,0,1
2188,17721,0,1
2189,7617,0,1
2190,17723,0,1
2191,14874,0,1
2192,13116,0,1
2193,8847,0,1
2194,4070,0,1
2195,4486,0,1
2196,14778,0,1
2197,19021,1,1
2198,15190,0,1
2199,8792,0,1
2200,17869,0,1
2201,9089,1,1
2202,19482,0,1
2203,5498,0,1
2204,5319,0,1
2205,4759,0,1
2206,12856,1,1
2207,14909,0,1
2208,18244,0,1
2209,10259,0,1
2210,19654,1,1
2211,13641,0,1
2212,5044,0,1
2213,8693,0,1
2214,10340,0,1
2215,18499,0,1
2216,10216,0,1
2217,4341,0,1
2218,15822,1,1
2219,13980,0,1
2220,15451,0,1
2221,14412,0,1
2222,5176,0,1
2223,13507,0,1
2224,15076,1,1
2225,17551,1,1
2226,12358,1,1
2227,7913,0,1
2228,11125,0,1
2229,14430,0,1
2230,18183,0,1
2231,18980,0,1
2232,10957,0,1
2233,15796,0,1
2234,11828,1,1
2235,19019,0,1
2236,4639,0,1
2237,17938,0,1
2238,6439,0,1
2239,18610,0,1
2240,8015,0,1
2241,7645,0,1
2242,3646,0,1
2243,13268,0,1
2244,7367,0,1
2245,7454,0,1
2246,14427,0,1
2247,13300,0,1
2248,17069,0,1
2249,3966,0,1
2250,8185,0,1
2251,13363,0,1
2252,11115,0,1
2253,14798,0,1
2254,8054,0,1
2255,17354,0,1
2256,7254,0,1
2257,7531,0,1
2258,13819,0,1
2259,18162,0,1
2260,8539,0,1
2261,5171,0,1
2262,15267,0,1
2263,10490,0,1
2264,3962,0,1
2265,10024,0,1
2266,18309,0,1
2267,19278,1,1
2268,8420,0,1
2269,5252,0,1
2270,7221,0,1
2271,3725,0,1
2272,11523,0,1
2273,14614,1,1
2274,4388,0,1
2275,19110,0,1
2276,18269,0,1
2277,14463,0,1
2278,15517,0,1
2279,6935,0,1
2280,16416,0,1
2281,12273,0,1
2282,6357,0,1
2283,8769,1,1
2284,19222,0,1
2285,13982,0,1
2286,15482,0,1
2287,6675,0,1
2288,6288,0,1
2289,3645,0,1
2290,8080,1,1
2291,19517,1,1
2292,3547,1,1
2293,6747,0,1
2294,13981,0,1
2295,9895,0,1
2296,16473,0,1
2297,4347,0,1
2298,17948,0,1
2299,6775,0,1
2300,5965,0,1
2301,4619,0,1
2302,14067,0,1
2303,13889,0,1
2304,6336,0,1
2305,6655,0,1
2306,8383,0,1
2307,11327,0,1
2308,8393,0,1
2309,14791,0,1
2310,6995,0,1
2311,14969,0,1
2312,7527,0,1
2313,18780,1,1
2314,14898,0,1
2315,6689,0,1
2316,11443,0,1
2317,17580,0,1
2318,5037,0,1
2319,7027,0,1
2320,6074,0,1
2321,7244,0,1
2322,18563,0,1
2323,3973,0,1
2324,7147,0,1
2325,12580,0,1
2326,18231,1,1
2327,13771,0,1
2328,11949,0,1
2329,9758,0,1
2330,13499,0,1
2331,5829,0,1
2332,17228,0,1
2333,6312,0,1
2334,17447,0,1
2335,3382,0,1
2336,14849,0,1
2337,9759,1,1
2338,14567,0,1
2339,9714,1,1
2340,8395,0,1
2341,18795,1,1
2342,12536,0,1
2343,14576,0,1
2344,7210,0,1
2345,8665,0,1
2346,6024,0,1
2347,8002,0,1
2348,11027,1,1
2349,8685,0,1
2350,17926,0,1
2351,13800,0,1
2352,13067,0,1
2353,15454,1,1
2354,18116,0,1
2355,12909,0,1
2356,18353,0,1
2357,5656,0,1
2358,8454,0,1
2359,13999,0,1
2360,17335,0,1
2361,15249,0,1
2362,13565,0,1
2363,19439,1,1
2364,5530,0,1
2365,15404,0,1
2366,5350,0,1
2367,12146,0,1
2368,8621,0,1
2369,10277,0,1
2370,6694,0,1
2371,8213,1,1
2372,15606,0,1
2373,19234,0,1
2374,8788,0,1
2375,11002,0,1
2376,8092,0,1
2377,7615,0,1
2378,7936,0,1
2379,14394,0,1
2380,18189,1,1
2381,5938,0,1
2382,3312,0,1
2383,10378,0,1
2384,7500,0,1
2385,6361,0,1
2386,15855,0,1
2387,4533,0,1
2388,15824,1,1
2389,5246,0,1
2390,5798,0,1
2391,9253,1,1
2392,13543,0,1
2393,7568,0,1
2394,6248,0,1
2395,14734,0,1
2396,13636,0,1
2397,9183,0,1
2398,6969,0,1
2399,15795,0,1
2400,4537,0,1
2401,4161,1,1
2402,19479,0,1
2403,4601,0,1
2404,15524,0,1
2405,5450,0,1
2406,13041,0,1
2407,4607,0,1
2408,9779,0,1
2409,16941,0,1
2410,3587,0,1
2411,5378,0,1
2412,3637,0,1
2413,14700,1,1
2414,12697,0,1
2415,15776,0,1
2416,16005,1,1
2417,19119,1,1
2418,9602,0,1
2419,10487,0,1
2420,11599,0,1
2421,17288,0,1
2422,10682,0,1
2423,4686,0,1
2424,7118,0,1
2425,8407,0,1
2426,19527,0,1
2427,3492,0,1
2428,9143,0,1
2429,13225,0,1
2430,5739,0,1
2431,16406,0,1
2432,18829,0,1
2433,5575,0,1
2434,18471,0,1
2435,6297,0,1
2436,7576,0,1
2437,13892,0,1
2438,10629,0,1
2439,17784,0,1
2440,5379,0,1
2441,10273,1,1
2442,17961,1,1
2443,10689,0,1
2444,16010,0,1
2445,18830,0,1
2446,17943,0,1
2447,19596,0,1
2448,11778,0,1
2449,4135,0,1
2450,12253,0,1
2451,15322,0,1
2452,4565,0,1
2453,3449,0,1
2454,14423,0,1
2455,3834,0,1
2456,15670,0,1
2457,7644,0,1
2458,10521,0,1
2459,8994,0,1
2460,4858,0,1
2461,19586,0,1
2462,19563,0,1
2463,17396,0,1
2464,10299,1,1
2465,11906,0,1
2466,6813,0,1
2467,7559,0,1
2468,10723,1,1
2469,18990,0,1
2470,5828,0,1
2471,3825,1,1
2472,9821,0,1
2473,15723,0,1
2474,6495,0,1
2475,8541,0,1
2476,17095,0,1
2477,4378,0,1
2478,5325,0,1
2479,9781,1,1
2480,11451,0,1
2481,16974,1,1
2482,17280,0,1
2483,15072,0,1
2484,17515,1,1
2485,5795,0,1
2486,13863,0,1
2487,13129,1,1
2488,16622,0,1
2489,10110,0,1
2490,7383,0,1
2491,6036,0,1
2492,14790,0,1
2493,6928,1,1
2494,16536,0,1
2495,4814,0,1
2496,11806,1,1
2497,15620,0,1
2498,6420,0,1
2499,13327,1,1
2500,4528,0,1
2501,11878,0,1
2502,10637,0,1
2503,4471,0,1
2504,4734,1,1
2505,8660,0,1
2506,7127,0,1
2507,3334,1,1
2508,8917,0,1
2509,4162,1,1
2510,6573,0,1
2511,18588,0,1
2512,16994,0,1
2513,11261,0,1
2514,8018,0,1
2515,12727,0,1
2516,14446,0,1
2517,13147,0,1
2518,8839,0,1
2519,10797,1,1
2520,3971,0,1
2521,12658,0,1
2522,14307,0,1
2523,10383,0,1
2524,7974,0,1
2525,9322,0,1
2526,4941,0,1
2527,13110,0,1
2528,15137,0,1
2529,6049,0,1
2530,4837,1,1
2531,17634,0,1
2532,8248,0,1
2533,11100,0,1
2534,8806,1,1
2535,4288,0,1
2536,5083,0,1
2537,6752,0,1
2538,13265,1,1
2539,9390,0,1
2540,8007,0,1
2541,9671,0,1
2542,7486,1,1
2543,10164,0,1
2544,18572,0,1
2545,9743,1,1
2546,3937,0,1
2547,11065,0,1
2548,15637,1,1
2549,8907,0,1
2550,11898,0,1
2551,19420,0,1
2552,5128,0,1
2553,16138,0,1
2554,19301,0,1
2555,9608,0,1
2556,7619,0,1
2557,8884,1,1
2558,16447,0,1
2559,10289,0,1
2560,5847,0,1
2561,10258,0,1
2562,15484,0,1
2563,8605,0,1
2564,6392,1,1
2565,18686,0,1
2566,18727,0,1
2567,13402,0,1
2568,10312,0,1
2569,17714,0,1
2570,5401,0,1
2571,16928,0,1
2572,5062,0,1
2573,15990,0,1
2574,15169,0,1
2575,12853,0,1
2576,14807,0,1
2577,17853,0,1
2578,10583,0,1
2579,18697,0,1
2580,11850,0,1
2581,5743,0,1
2582,17305,1,1
2583,9180,0,1
2584,17864,0,1
2585,17664,1,1
2586,12154,0,1
2587,8283,0,1
2588,8039,0,1
2589,3901,0,1
2590,3894,0,1
2591,7116,0,1
2592,13426,0,1
2593,16756,0,1
2594,18104,0,1
2595,17292,0,1
2596,6169,0,1
2597,11896,0,1
2598,16807,0,1
2599,13073,0,1
2600,18109,0,1
2601,8707,1,1
2602,13778,0,1
2603,14343,0,1
2604,10022,0,1
2605,6666,0,1
2606,9577,0,1
2607,15147,0,1
2608,11333,0,1
2609,18103,0,1
2610,16352,0,1
2611,15234,0,1
2612,7281,0,1
2613,16526,0,1
2614,7571,0,1
2615,3848,0,1
2616,4268,0,1
2617,19089,0,1
2618,9067,0,1
2619,6602,0,1
2620,6711,0,1
2621,4737,0,1
2622,6674,0,1
2623,14663,0,1
2624,16988,0,1
2625,6418,0,1
2626,15509,1,1
2627,10524,0,1
2628,14311,0,1
2629,16082,0,1
2630,19369,0,1
2631,3903,0,1
2632,5843,0,1
2633,17739,0,1
2634,16641,0,1
2635,7826,0,1
2636,10230,0,1
2637,5108,0,1
2638,9692,1,1
2639,9630,0,1
2640,10209,0,1
2641,13953,1,1
2642,17663,0,1
2643,4303,0,1
2644,7305,0,1
2645,9064,0,1
2646,9772,0,1
2647,8626,0,1
2648,13845,0,1
2649,5023,0,1
2650,13319,0,1
2651,7729,0,1
2652,14997,0,1
2653,16175,0,1
2654,4084,0,1
2655,17153,0,1
2656,11864,0,1
2657,7358,0,1
2658,7155,0,1
2659,16119,0,1
2660,13138,0,1
2661,18017,0,1
2662,12277,1,1
2663,18840,0,1
2664,13326,0,1
2665,9306,0,1
2666,8327,0,1
2667,16648,1,1
2668,16711,0,1
2669,19520,1,1
2670,14211,1,1
2671,12434,0,1
2672,5713,1,1
2673,12794,0,1
2674,18414,0,1
2675,18553,0,1
2676,15767,0,1
2677,10885,0,1
2678,5346,0,1
2679,11316,0,1
2680,5280,0,1
2681,15455,0,1
2682,7387,0,1
2683,17407,0,1
2684,17629,0,1
2685,14708,1,1
2686,6002,0,1
2687,15838,0,1
2688,8803,0,1
2689,18604,0,1
2690,4314,0,1
2691,5929,0,1
2692,6828,0,1
2693,11255,0,1
2694,12014,0,1
2695,4717,0,1
2696,9932,0,1
2697,14862,0,1
2698,16159,0,1
2699,14792,0,1
2700,12606,0,1
2701,5719,0,1
2702,11249,0,1
2703,8681,0,1
2704,5217,0,1
2705,12057,0,1
2706,5971,0,1
2707,18211,1,1
2708,5675,0,1
2709,5068,0,1
2710,8469,0,1
2711,16561,0,1
2712,9209,0,1
2713,17992,0,1
2714,16052,0,1
2715,5349,0,1
2716,11391,0,1
2717,11480,0,1
2718,9097,0,1
2719,13822,0,1
2720,18151,0,1
2721,3649,0,1
2722,11265,0,1
2723,13827,0,1
2724,10125,0,1
2725,7334,0,1
2726,5084,0,1
2727,14166,1,1
2728,18675,0,1
2729,15290,0,1
2730,17749,0,1
2731,17843,0,1
2732,8467,0,1
2733,18977,0,1
2734,3910,0,1
2735,12933,0,1
2736,9621,1,1
2737,8630,0,1
2738,13736,0,1
2739,17150,0,1
2740,5665,0,1
2741,10424,0,1
2742,7366,0,1
2743,19272,0,1
2744,8795,1,1
2745,10007,0,1
2746,5219,1,1
2747,8255,0,1
2748,9327,0,1
2749,10013,0,1
2750,12669,0,1
2751,16578,0,1
2752,16767,0,1
2753,9796,1,1
2754,6670,0,1
2755,4761,0,1
2756,7069,0,1
2757,6731,0,1
2758,9668,0,1
2759,8416,0,1
2760,18158,0,1
2761,13848,0,1
2762,14053,1,1
2763,3980,0,1
2764,9336,0,1
2765,16220,0,1
2766,18256,0,1
2767,13532,1,1
2768,9046,0,1
2769,10668,0,1
2770,9281,0,1
2771,19305,0,1
2772,13924,0,1
2773,14569,0,1
2774,10649,0,1
2775,16283,0,1
2776,9987,0,1
2777,17279,0,1
2778,14984,1,1
2779,18768,1,1
2780,15132,1,1
2781,10887,0,1
2782,12425,1,1
2783,10556,0,1
2784,12960,0,1
2785,4707,1,1
2786,10905,0,1
2787,9740,0,1
2788,18709,0,1
2789,12018,0,1
2790,6205,1,1
2791,16822,0,1
2792,5513,0,1
2793,6536,0,1
2794,10029,0,1
2795,18605,1,1
2796,5944,0,1
2797,19593,0,1
2798,4154,0,1
2799,18293,0,1
2800,15487,0,1
2801,11311,0,1
2802,16862,0,1
2803,16458,0,1
2804,6211,0,1
2805,15422,0,1
2806,9728,0,1
2807,16546,0,1
2808,4710,0,1
2809,13151,0,1
2810,3995,0,1
2811,11198,0,1
2812,17670,0,1
2813,3320,0,1
2814,6542,0,1
2815,14015,0,1
2816,9565,0,1
2817,6301,0,1
2818,6409,0,1
2819,11610,0,1
2820,15390,1,1
2821,5437,0,1
2822,5070,0,1
2823,10645,0,1
2824,12779,1,1
2825,16030,0,1
2826,10407,1,1
2827,16344,0,1
2828,8355,0,1
2829,5947,0,1
2830,7497,0,1
2831,7997,0,1
2832,17747,0,1
2833,7160,0,1
2834,7872,0,1
2835,4019,0,1
2836,4447,0,1
2837,15988,0,1
2838,9029,0,1
2839,19331,0,1
2840,6193,0,1
2841,18498,0,1
2842,14888,0,1
2843,14102,0,1
2844,6880,0,1
2845,19434,0,1
2846,10265,0,1
2847,13489,1,1
2848,13714,0,1
2849,11210,0,1
2850,13794,1,1
2851,6261,0,1
2852,15047,0,1
2853,7567,1,1
2854,9977,0,1
2855,18270,0,1
2856,5503,0,1
2857,13012,0,1
2858,7585,0,1
2859,11772,0,1
2860,6818,0,1
2861,13702,1,1
2862,17286,0,1
2863,6662,0,1
2864,13939,1,1
2865,11573,0,1
2866,16930,0,1
2867,14736,0,1
2868,18706,0,1
2869,6274,0,1
2870,8639,0,1
2871,5111,0,1
2872,6287,1,1
2873,12609,0,1
2874,8903,0,1
2875,3319,0,1
2876,6358,0,1
2877,7791,0,1
2878,18417,0,1
2879,6544,0,1
2880,13784,0,1
2881,10167,0,1
2882,12548,0,1
2883,11675,0,1
2884,14024,1,1
2885,15469,1,1
2886,5662,0,1
2887,10401,0,1
2888,15151,0,1
2889,7467,0,1
2890,12176,1,1
2891,4853,0,1
2892,13427,1,1
2893,10916,0,1
2894,7845,0,1
2895,8230,0,1
2896,10984,0,1
